"","timestamp","samples","duration","signal_freq","signal_bw","max_signal","noise","receiver","station","sig_diff","fstamp","behaviour","timediff","tag","exmp"
"2481562",2020-07-18 01:27:09,328992,0.0128,150198.563820312,10000,73.090965,-72.064667,"1","mof_rts_00013",0.156358363397885,2020-07-18 03:27:09,"time_drift",0.132466316223145,"A",27
"2485136",2020-07-18 01:27:09,116736,0.0096,150198.75,3125,57.457108,-68.493034,"2","mof_rts_00013",0.342538051394513,2020-07-18 03:27:09,"time_drift",0.28825855255127,"A",27
"2481563",2020-07-18 01:27:10,331888,0.0096,150198.231367188,11875,75.319687,-72.064667,"1","mof_rts_00013",0.176094760594424,2020-07-18 03:27:10,"time_drift",0.13247013092041,"A",27
"2485137",2020-07-18 01:27:10,119648,0.0096,150198.645828125,4375,59.599609,-68.493034,"2","mof_rts_00013",0.23836617640336,2020-07-18 03:27:10,"time_drift",0.28825855255127,"A",27
"2481564",2020-07-18 01:27:11,334784,0.0096,150198.687484375,18125,80.618103,-72.064667,"1","mof_rts_00013",0.280022426391952,2020-07-18 03:27:11,"time_drift",0.132468223571777,"A",27
"2485138",2020-07-18 01:27:11,122544,0.0096,150198.4375,3750,60.725422,-68.493034,"2","mof_rts_00013",0.0300380513945129,2020-07-18 03:27:11,"time_drift",0.288260459899902,"A",27
"2481565",2020-07-18 01:27:11,337696,0.0128,150199.01040625,16875,80.23317,-72.064667,"1","mof_rts_00013",0.602944301383104,2020-07-18 03:27:11,"time_drift",0.0524682998657227,"A",27
"2485139",2020-07-18 01:27:11,125040,0.0096,150198.75,3125,57.088566,-68.493034,"2","mof_rts_00013",0.342538051394513,2020-07-18 03:27:11,"time_drift",0.488016605377197,"A",27
"2481566",2020-07-18 01:27:12,340592,0.0096,150198.38540625,6875,67.138763,-72.064667,"1","mof_rts_00013",0.0220556986168958,2020-07-18 03:27:12,"time_drift",0.0524702072143555,"A",27
"2485140",2020-07-18 01:27:12,127952,0.0096,150198.713234375,4375,62.461506,-68.493034,"2","mof_rts_00013",0.30577242639265,2020-07-18 03:27:12,"time_drift",0.488022327423096,"A",27
