"","timestamp","samples","duration","signal_freq","signal_bw","max_signal","noise","receiver","station","sig_diff","fstamp","behaviour","timediff","tag","exmp"
"3267957",2020-07-23 19:41:00,305920,0.0096,150198.340507812,6250,73.339622,-67.933464,"2","mof_rts_00013",0.237656111188699,2020-07-23 20:41:00,"time_drift",0.296140670776367,"A",31
"3261794",2020-07-23 19:41:01,286448,0.0096,150198.601195312,16875,79.146965,-68.895233,"0","mof_rts_00013",0.0230313887877855,2020-07-23 20:41:01,"time_drift",0.0470490455627441,"A",31
"3267958",2020-07-23 19:41:01,308800,0.0096,150198.333320312,8124.999512,73.542679,-67.933464,"2","mof_rts_00013",0.244843611202668,2020-07-23 20:41:01,"time_drift",0.296144485473633,"A",31
"3261795",2020-07-23 19:41:01,289344,0.0096,150198.116328125,40625,87.148605,-68.895233,"0","mof_rts_00013",0.461835798196262,2020-07-23 20:41:01,"time_drift",0.0852556228637695,"A",31
"3267959",2020-07-23 19:41:01,311680,0.0096,150198.346773438,8124.999512,73.361267,-67.933464,"2","mof_rts_00013",0.231390485190786,2020-07-23 20:41:01,"time_drift",0.318333387374878,"A",31
"3267960",2020-07-23 19:41:02,314576,0.0096,150198.568539062,6875,73.459991,-67.933464,"2","mof_rts_00013",0.00962486120988615,2020-07-23 20:41:02,"time_drift",0.296144485473633,"A",31
"3267961",2020-07-23 19:41:02,317456,0.0096,150198.087109375,8750,73.589149,-67.933464,"2","mof_rts_00013",0.49105454821256,2020-07-23 20:41:02,"time_drift",0.296144485473633,"A",31
"3261796",2020-07-23 19:41:03,298016,0.0096,150197.24009375,21875,82.593765,-68.895233,"0","mof_rts_00013",1.33807017319486,2020-07-23 20:41:03,"time_drift",0.0438523292541504,"A",31
"3267962",2020-07-23 19:41:03,320336,0.0096,150198.346773438,8124.999512,73.362076,-67.933464,"2","mof_rts_00013",0.231390485190786,2020-07-23 20:41:03,"time_drift",0.299341201782227,"A",31
"3267963",2020-07-23 19:41:03,322288,0.0096,150198.614859375,9375,75.075661,-67.933464,"2","mof_rts_00013",0.036695451795822,2020-07-23 20:41:03,"time_drift",0.103541374206543,"A",31
"3261797",2020-07-23 19:41:03,300896,0.0096,150198.187492188,7500,71.771759,-68.895233,"0","mof_rts_00013",0.390671735192882,2020-07-23 20:41:03,"time_drift",0.0438485145568848,"A",31
"3267964",2020-07-23 19:41:04,325168,0.0096,150198.361476562,10000,74.993408,-67.933464,"2","mof_rts_00013",0.216687361215008,2020-07-23 20:41:04,"time_drift",0.0555164813995361,"A",31
"3261798",2020-07-23 19:41:04,303776,0.0096,150198.036679688,24375,82.418755,-68.895233,"0","mof_rts_00013",0.541484235203825,2020-07-23 20:41:04,"time_drift",0.381403923034668,"A",31
"3267965",2020-07-23 19:41:04,328048,0.0096,150198.349359375,10625,75.037918,-67.933464,"2","mof_rts_00013",0.228804548212793,2020-07-23 20:41:04,"time_drift",0.0525355339050293,"A",31
"3261799",2020-07-23 19:41:05,308752,0.0096,150198.318742188,26875,83.716942,-68.895233,"0","mof_rts_00013",0.259421735187061,2020-07-23 20:41:05,"time_drift",0.0564546585083008,"A",31
"3267966",2020-07-23 19:41:05,330928,0.0096,150198.125,9375,74.893257,-67.933464,"2","mof_rts_00013",0.453163923200918,2020-07-23 20:41:05,"time_drift",0.0587208271026611,"A",31
"3267967",2020-07-23 19:41:06,333808,0.0096,150198.361476562,10000,75.108047,-67.933464,"2","mof_rts_00013",0.216687361215008,2020-07-23 20:41:06,"time_drift",0.0587208271026611,"A",31
"3267968",2020-07-23 19:41:06,336688,0.0096,150198.223679688,10625,74.984253,-67.933464,"2","mof_rts_00013",0.35448423519847,2020-07-23 20:41:06,"time_drift",0.0587208271026611,"A",31
"3267969",2020-07-23 19:41:07,339568,0.0128,150198.764195312,9375,75.123734,-67.933464,"2","mof_rts_00013",0.186031388788251,2020-07-23 20:41:07,"time_drift",0.0651218891143799,"A",31
"3265419",2020-07-23 19:41:07,5712,0.0096,150198.4375,3750,60.77132,-69.976891,"1","mof_rts_00013",0.140663923200918,2020-07-23 20:41:07,"time_drift",0.158365249633789,"A",31
"3261800",2020-07-23 19:41:07,320096,0.0128,150197.493117188,24375,82.533707,-68.895233,"0","mof_rts_00013",1.08504673521384,2020-07-23 20:41:07,"time_drift",0.0102033615112305,"A",31
"3267970",2020-07-23 19:41:07,342432,0.0096,150198.235289062,8124.999512,75.126175,-67.933464,"2","mof_rts_00013",0.342874861205928,2020-07-23 20:41:07,"time_drift",0.0651218891143799,"A",31
"3265420",2020-07-23 19:41:08,8608,0.0096,150198.4375,5000,61.88409,-69.976891,"1","mof_rts_00013",0.140663923200918,2020-07-23 20:41:08,"time_drift",0.155169248580933,"A",31
"3261801",2020-07-23 19:41:08,322944,0.0096,150198.968445312,28125,84.836166,-68.895233,"0","mof_rts_00013",0.39028138879803,2020-07-23 20:41:08,"time_drift",0.0101995468139648,"A",31
"3267971",2020-07-23 19:41:08,345312,0.0096,150198.235289062,8124.999512,75.006912,-67.933464,"2","mof_rts_00013",0.342874861205928,2020-07-23 20:41:08,"time_drift",0.0651218891143799,"A",31
"3265421",2020-07-23 19:41:08,11488,0.0096,150198.322367188,4375,60.210033,-69.976891,"1","mof_rts_00013",0.255796735204058,2020-07-23 20:41:08,"time_drift",0.168569564819336,"A",31
"3267972",2020-07-23 19:41:08,348192,0.0096,150198.107132812,8750,75.019348,-67.933464,"2","mof_rts_00013",0.471031111199409,2020-07-23 20:41:08,"time_drift",0.0621333122253418,"A",31
"3261802",2020-07-23 19:41:09,327280,0.0096,150198.046867188,9375,75.76226,-68.895233,"0","mof_rts_00013",0.531296735192882,2020-07-23 20:41:09,"time_drift",0.129635572433472,"A",31
"3265422",2020-07-23 19:41:09,14368,0.0096,150198.317304688,3750,60.10088,-69.976891,"1","mof_rts_00013",0.260859235189855,2020-07-23 20:41:09,"time_drift",0.168569803237915,"A",31
"3267973",2020-07-23 19:41:09,351072,0.0096,150197.968742188,9375,75.086357,-67.933464,"2","mof_rts_00013",0.609421735192882,2020-07-23 20:41:09,"time_drift",0.0683262348175049,"A",31
"3265423",2020-07-23 19:41:09,17264,0.0096,150198.4375,3750,59.646324,-69.976891,"1","mof_rts_00013",0.140663923200918,2020-07-23 20:41:09,"time_drift",0.165369987487793,"A",31
